year_film,decade_film,release_date,year_ceremony,ceremony,film,original_title,name,category,winner
2017,2010,2017-12-15,2018,90,Star Wars: The Last Jedi,Star Wars: The Last Jedi,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",SOUND MIXING,FALSE
2017,2010,2017-10-06,2018,90,Blade Runner 2049,Blade Runner 2049,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",VISUAL EFFECTS,TRUE
2017,2010,2017-05-05,2018,90,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",VISUAL EFFECTS,FALSE
2017,2010,2017-03-10,2018,90,Kong: Skull Island,Kong: Skull Island,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",VISUAL EFFECTS,FALSE
2017,2010,2017-12-15,2018,90,Star Wars: The Last Jedi,Star Wars: The Last Jedi,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",VISUAL EFFECTS,FALSE
2017,2010,2017-07-14,2018,90,War for the Planet of the Apes,War for the Planet of the Apes,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",VISUAL EFFECTS,FALSE
2017,2010,2017-10-06,2018,90,Call Me by Your Name,Call Me by Your Name,Screenplay by James Ivory,WRITING (Adapted Screenplay),TRUE
2017,2010,2017-12-01,2018,90,The Disaster Artist,The Disaster Artist,Screenplay by Scott Neustadter & Michael H. Weber,WRITING (Adapted Screenplay),FALSE
2017,2010,2017-03-03,2018,90,Logan,Logan,Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,WRITING (Adapted Screenplay),FALSE
2017,2010,2017-12-25,2018,90,Molly's Game,Molly's Game,Written for the screen by Aaron Sorkin,WRITING (Adapted Screenplay),FALSE
2017,2010,2017-11-17,2018,90,Mudbound,Mudbound,Screenplay by Virgil Williams and Dee Rees,WRITING (Adapted Screenplay),FALSE
2017,2010,2017-06-23,2018,90,The Big Sick,The Big Sick,Written by Emily V. Gordon & Kumail Nanjiani,WRITING (Original Screenplay),FALSE
2017,2010,2017-02-24,2018,90,Get Out,Get Out,Written by Jordan Peele,WRITING (Original Screenplay),TRUE
2017,2010,2017-11-03,2018,90,Lady Bird,Lady Bird,Written by Greta Gerwig,WRITING (Original Screenplay),FALSE
2017,2010,2017-12-01,2018,90,The Shape of Water,The Shape of Water,Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,WRITING (Original Screenplay),FALSE
2017,2010,2017-12-01,2018,90,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",Written by Martin McDonagh,WRITING (Original Screenplay),FALSE
2017,2010,NA,2018,90,NA,NA,Alejandro G. Iñárritu's CARNE y ARENA virtual reality installation,SPECIAL AWARD,TRUE
2017,2010,NA,2018,90,NA,NA,Charles Burnett,HONORARY AWARD,TRUE
2017,2010,NA,2018,90,NA,NA,Owen Roizman,HONORARY AWARD,TRUE
2017,2010,NA,2018,90,NA,NA,Donald Sutherland for a lifetime of indelible characters,HONORARY AWARD,TRUE
2017,2010,NA,2018,90,NA,NA,Agnès Varda,HONORARY AWARD,TRUE
2018,2010,2018-12-25,2019,91,Vice,Vice,Christian Bale,ACTOR IN A LEADING ROLE,FALSE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,Bradley Cooper,ACTOR IN A LEADING ROLE,FALSE
2018,2010,2018-11-16,2019,91,At Eternity's Gate,At Eternity's Gate,Willem Dafoe,ACTOR IN A LEADING ROLE,FALSE
2018,2010,2018-11-02,2019,91,Bohemian Rhapsody,Bohemian Rhapsody,Rami Malek,ACTOR IN A LEADING ROLE,TRUE
2018,2010,2018-11-16,2019,91,Green Book,Green Book,Viggo Mortensen,ACTOR IN A LEADING ROLE,FALSE
2018,2010,2018-11-16,2019,91,Green Book,Green Book,Mahershala Ali,ACTOR IN A SUPPORTING ROLE,TRUE
2018,2010,2018-08-10,2019,91,BlacKkKlansman,BlacKkKlansman,Adam Driver,ACTOR IN A SUPPORTING ROLE,FALSE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,Sam Elliott,ACTOR IN A SUPPORTING ROLE,FALSE
2018,2010,2018-10-19,2019,91,Can You Ever Forgive Me?,Can You Ever Forgive Me?,Richard E. Grant,ACTOR IN A SUPPORTING ROLE,FALSE
2018,2010,2018-12-25,2019,91,Vice,Vice,Sam Rockwell,ACTOR IN A SUPPORTING ROLE,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Yalitza Aparicio,ACTRESS IN A LEADING ROLE,FALSE
2018,2010,2018-08-17,2019,91,The Wife,The Wife,Glenn Close,ACTRESS IN A LEADING ROLE,FALSE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Olivia Colman,ACTRESS IN A LEADING ROLE,TRUE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,Lady Gaga,ACTRESS IN A LEADING ROLE,FALSE
2018,2010,2018-10-19,2019,91,Can You Ever Forgive Me?,Can You Ever Forgive Me?,Melissa McCarthy,ACTRESS IN A LEADING ROLE,FALSE
2018,2010,2018-12-25,2019,91,Vice,Vice,Amy Adams,ACTRESS IN A SUPPORTING ROLE,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Marina de Tavira,ACTRESS IN A SUPPORTING ROLE,FALSE
2018,2010,2018-12-14,2019,91,If Beale Street Could Talk,If Beale Street Could Talk,Regina King,ACTRESS IN A SUPPORTING ROLE,TRUE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Emma Stone,ACTRESS IN A SUPPORTING ROLE,FALSE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Rachel Weisz,ACTRESS IN A SUPPORTING ROLE,FALSE
2018,2010,2018-06-15,2019,91,Incredibles 2,Incredibles 2,"Brad Bird, John Walker and Nicole Paradis Grindle",ANIMATED FEATURE FILM,FALSE
2018,2010,2018-03-23,2019,91,Isle of Dogs,Isle of Dogs,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",ANIMATED FEATURE FILM,FALSE
2018,2010,2018-11-30,2019,91,Mirai,未来のミライ,Mamoru Hosoda and Yuichiro Saito,ANIMATED FEATURE FILM,FALSE
2018,2010,2018-11-21,2019,91,Ralph Breaks the Internet,Ralph Breaks the Internet,"Rich Moore, Phil Johnston and Clark Spencer",ANIMATED FEATURE FILM,FALSE
2018,2010,2018-12-14,2019,91,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",ANIMATED FEATURE FILM,TRUE
2019,2010,2019-03-22,2019,91,Cold War,Zimna wojna,Lukasz Zal,CINEMATOGRAPHY,FALSE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Robbie Ryan,CINEMATOGRAPHY,FALSE
2018,2010,2018-11-01,2019,91,Never Look Away,Werk ohne Autor,Caleb Deschanel,CINEMATOGRAPHY,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Alfonso Cuarón,CINEMATOGRAPHY,TRUE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,Matthew Libatique,CINEMATOGRAPHY,FALSE
2018,2010,2018-11-09,2019,91,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,Mary Zophres,COSTUME DESIGN,FALSE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,Ruth Carter,COSTUME DESIGN,TRUE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Sandy Powell,COSTUME DESIGN,FALSE
2018,2010,2018-12-19,2019,91,Mary Poppins Returns,Mary Poppins Returns,Sandy Powell,COSTUME DESIGN,FALSE
2018,2010,2018-12-07,2019,91,Mary Queen of Scots,Mary Queen of Scots,Alexandra Byrne,COSTUME DESIGN,FALSE
2018,2010,2018-08-10,2019,91,BlacKkKlansman,BlacKkKlansman,Spike Lee,DIRECTING,FALSE
2019,2010,2019-03-22,2019,91,Cold War,Zimna wojna,Pawel Pawlikowski,DIRECTING,FALSE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Yorgos Lanthimos,DIRECTING,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Alfonso Cuarón,DIRECTING,TRUE
2018,2010,2018-12-25,2019,91,Vice,Vice,Adam McKay,DIRECTING,FALSE
2018,2010,2018-09-28,2019,91,Free Solo,Free Solo,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",DOCUMENTARY (Feature),TRUE
2018,2010,2018-09-14,2019,91,"Hale County This Morning, This Evening","Hale County This Morning, This Evening","RaMell Ross, Joslyn Barnes and Su Kim",DOCUMENTARY (Feature),FALSE
2018,2010,2018-08-17,2019,91,Minding the Gap,Minding the Gap,Bing Liu and Diane Quon,DOCUMENTARY (Feature),FALSE
2018,2010,2018-11-16,2019,91,Of Fathers and Sons,Of Fathers And Sons,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",DOCUMENTARY (Feature),FALSE
2018,2010,2018-05-04,2019,91,RBG,RBG,Betsy West and Julie Cohen,DOCUMENTARY (Feature),FALSE
2018,2010,2018-05-01,2019,91,Black Sheep,Black Sheep,Ed Perkins and Jonathan Chinn,DOCUMENTARY (Short Subject),FALSE
2018,2010,2018-01-21,2019,91,End Game,End Game,Rob Epstein and Jeffrey Friedman,DOCUMENTARY (Short Subject),FALSE
2018,2010,2018-05-24,2019,91,Lifeboat,Lifeboat,Skye Fitzgerald and Bryn Mooser,DOCUMENTARY (Short Subject),FALSE
2017,2010,2017-09-24,2019,91,A Night at The Garden,A Night at the Garden,Marshall Curry,DOCUMENTARY (Short Subject),FALSE
2018,2010,2018-04-05,2019,91,Period. End of Sentence,Period. End of Sentence.,Rayka Zehtabchi and Melissa Berton,DOCUMENTARY (Short Subject),TRUE
2018,2010,2018-08-10,2019,91,BlacKkKlansman,BlacKkKlansman,Barry Alexander Brown,FILM EDITING,FALSE
2018,2010,2018-11-02,2019,91,Bohemian Rhapsody,Bohemian Rhapsody,John Ottman,FILM EDITING,TRUE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Yorgos Mavropsaridis,FILM EDITING,FALSE
2018,2010,2018-11-16,2019,91,Green Book,Green Book,Patrick J. Don Vito,FILM EDITING,FALSE
2018,2010,2018-12-25,2019,91,Vice,Vice,Hank Corwin,FILM EDITING,FALSE
2018,2010,2018-12-14,2019,91,Capernaum,کفرناحوم,Lebanon,FOREIGN LANGUAGE FILM,FALSE
2019,2010,2019-03-22,2019,91,Cold War,Zimna wojna,Poland,FOREIGN LANGUAGE FILM,FALSE
2018,2010,2018-11-01,2019,91,Never Look Away,Werk ohne Autor,Germany,FOREIGN LANGUAGE FILM,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Mexico,FOREIGN LANGUAGE FILM,TRUE
2018,2010,2018-11-23,2019,91,Shoplifters,万引き家族,Japan,FOREIGN LANGUAGE FILM,FALSE
2018,2010,2018-10-26,2019,91,Border,Gräns,Göran Lundström and Pamela Goldammer,MAKEUP AND HAIRSTYLING,FALSE
2018,2010,2018-12-07,2019,91,Mary Queen of Scots,Mary Queen of Scots,"Jenny Shircore, Marc Pilcher and Jessica Brooks",MAKEUP AND HAIRSTYLING,FALSE
2018,2010,2018-12-25,2019,91,Vice,Vice,"Greg Cannom, Kate Biscoe and Patricia Dehaney",MAKEUP AND HAIRSTYLING,TRUE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,Ludwig Goransson,MUSIC (Original Score),TRUE
2018,2010,2018-08-10,2019,91,BlacKkKlansman,BlacKkKlansman,Terence Blanchard,MUSIC (Original Score),FALSE
2018,2010,2018-12-14,2019,91,If Beale Street Could Talk,If Beale Street Could Talk,Nicholas Britell,MUSIC (Original Score),FALSE
2018,2010,2018-03-23,2019,91,Isle of Dogs,Isle of Dogs,Alexandre Desplat,MUSIC (Original Score),FALSE
2018,2010,2018-12-19,2019,91,Mary Poppins Returns,Mary Poppins Returns,Marc Shaiman,MUSIC (Original Score),FALSE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,"Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith",MUSIC (Original Song),FALSE
2018,2010,2018-05-04,2019,91,RBG,RBG,Music and Lyric by Diane Warren,MUSIC (Original Song),FALSE
2018,2010,2018-12-19,2019,91,Mary Poppins Returns,Mary Poppins Returns,Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,MUSIC (Original Song),FALSE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",MUSIC (Original Song),TRUE
2018,2010,2018-11-09,2019,91,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,Music and Lyric by Gillian Welch and David Rawlings,MUSIC (Original Song),FALSE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,"Kevin Feige, Producer",BEST PICTURE,FALSE
2018,2010,2018-08-10,2019,91,BlacKkKlansman,BlacKkKlansman,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BEST PICTURE,FALSE
2018,2010,2018-11-02,2019,91,Bohemian Rhapsody,Bohemian Rhapsody,"Graham King, Producer",BEST PICTURE,FALSE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",BEST PICTURE,FALSE
2018,2010,2018-11-16,2019,91,Green Book,Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",BEST PICTURE,TRUE
2018,2010,2018-11-21,2019,91,Roma,Roma,"Gabriela Rodríguez and Alfonso Cuarón, Producers",BEST PICTURE,FALSE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",BEST PICTURE,FALSE
2018,2010,2018-12-25,2019,91,Vice,Vice,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",BEST PICTURE,FALSE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,Production Design: Hannah Beachler; Set Decoration: Jay Hart,PRODUCTION DESIGN,TRUE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Production Design: Fiona Crombie; Set Decoration: Alice Felton,PRODUCTION DESIGN,FALSE
2018,2010,2018-10-12,2019,91,First Man,First Man,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,PRODUCTION DESIGN,FALSE
2018,2010,2018-12-19,2019,91,Mary Poppins Returns,Mary Poppins Returns,Production Design: John Myhre; Set Decoration: Gordon Sim,PRODUCTION DESIGN,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,PRODUCTION DESIGN,FALSE
2018,2010,2018-06-04,2019,91,Animal Behaviour,Animal Behaviour,Alison Snowden and David Fine,SHORT FILM (Animated),FALSE
2018,2010,2018-06-15,2019,91,Bao,Bao,Domee Shi and Becky Neiman-Cobb,SHORT FILM (Animated),TRUE
2019,2010,2019-02-08,2019,91,Late Afternoon,Late Afternoon,Louise Bagnall and Nuria González Blanco,SHORT FILM (Animated),FALSE
2018,2010,2018-06-25,2019,91,One Small Step,One Small Step,Andrew Chesworth and Bobby Pontillas,SHORT FILM (Animated),FALSE
2018,2010,2018-04-15,2019,91,Weekends,Weekends,Trevor Jimenez,SHORT FILM (Animated),FALSE
2019,2010,2019-02-08,2019,91,Detainment,Detainment,Vincent Lambe and Darren Mahon,SHORT FILM (Live Action),FALSE
2018,2010,2018-01-18,2019,91,Fauve,Fauve,Jeremy Comte and Maria Gracia Turgeon,SHORT FILM (Live Action),FALSE
2018,2010,2018-06-09,2019,91,Marguerite,Marguerite,Marianne Farley and Marie-Hélène Panisset,SHORT FILM (Live Action),FALSE
2018,2010,2018-07-05,2019,91,Mother,친구 엄마들,Rodrigo Sorogoyen and María del Puy Alvarado,SHORT FILM (Live Action),FALSE
2019,2010,2019-07-26,2019,91,Skin,Skin,Guy Nattiv and Jaime Ray Newman,SHORT FILM (Live Action),TRUE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,Benjamin A. Burtt and Steve Boeddeker,SOUND EDITING,FALSE
2018,2010,2018-11-02,2019,91,Bohemian Rhapsody,Bohemian Rhapsody,John Warhurst and Nina Hartstone,SOUND EDITING,TRUE
2018,2010,2018-10-12,2019,91,First Man,First Man,Ai-Ling Lee and Mildred Iatrou Morgan,SOUND EDITING,FALSE
2018,2010,2018-04-06,2019,91,A Quiet Place,A Quiet Place,Ethan Van der Ryn and Erik Aadahl,SOUND EDITING,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,Sergio Díaz and Skip Lievsay,SOUND EDITING,FALSE
2018,2010,2018-02-16,2019,91,Black Panther,Black Panther,"Steve Boeddeker, Brandon Proctor and Peter Devlin",SOUND MIXING,FALSE
2018,2010,2018-11-02,2019,91,Bohemian Rhapsody,Bohemian Rhapsody,"Paul Massey, Tim Cavagin and John Casali",SOUND MIXING,TRUE
2018,2010,2018-10-12,2019,91,First Man,First Man,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",SOUND MIXING,FALSE
2018,2010,2018-11-21,2019,91,Roma,Roma,"Skip Lievsay, Craig Henighan and José Antonio García",SOUND MIXING,FALSE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",SOUND MIXING,FALSE
2018,2010,2018-04-27,2019,91,Avengers: Infinity War,Avengers: Infinity War,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",VISUAL EFFECTS,FALSE
2018,2010,2018-08-03,2019,91,Christopher Robin,Christopher Robin,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",VISUAL EFFECTS,FALSE
2018,2010,2018-10-12,2019,91,First Man,First Man,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",VISUAL EFFECTS,TRUE
2018,2010,2018-03-29,2019,91,Ready Player One,Ready Player One,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",VISUAL EFFECTS,FALSE
2018,2010,2018-05-25,2019,91,Solo: A Star Wars Story,Solo: A Star Wars Story,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",VISUAL EFFECTS,FALSE
2018,2010,2018-11-09,2019,91,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,Written by Joel Coen & Ethan Coen,WRITING (Adapted Screenplay),FALSE
2018,2010,2018-08-10,2019,91,BlacKkKlansman,BlacKkKlansman,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,WRITING (Adapted Screenplay),TRUE
2018,2010,2018-10-19,2019,91,Can You Ever Forgive Me?,Can You Ever Forgive Me?,Screenplay by Nicole Holofcener and Jeff Whitty,WRITING (Adapted Screenplay),FALSE
2018,2010,2018-12-14,2019,91,If Beale Street Could Talk,If Beale Street Could Talk,Written for the screen by Barry Jenkins,WRITING (Adapted Screenplay),FALSE
2018,2010,2018-10-05,2019,91,A Star Is Born,A Star Is Born,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,WRITING (Adapted Screenplay),FALSE
2018,2010,2018-11-23,2019,91,The Favourite,The Favourite,Written by Deborah Davis and Tony McNamara,WRITING (Original Screenplay),FALSE
2018,2010,2018-05-18,2019,91,First Reformed,First Reformed,Written by Paul Schrader,WRITING (Original Screenplay),FALSE
2018,2010,2018-11-16,2019,91,Green Book,Green Book,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",WRITING (Original Screenplay),TRUE
2018,2010,2018-11-21,2019,91,Roma,Roma,Written by Alfonso Cuarón,WRITING (Original Screenplay),FALSE
2018,2010,2018-12-25,2019,91,Vice,Vice,Written by Adam McKay,WRITING (Original Screenplay),FALSE
2018,2010,NA,2019,91,NA,NA,Marvin Levy,HONORARY AWARD,TRUE
2018,2010,NA,2019,91,NA,NA,Lalo Schifrin,HONORARY AWARD,TRUE
2018,2010,NA,2019,91,NA,NA,Cicely Tyson,HONORARY AWARD,TRUE
2018,2010,NA,2019,91,NA,NA,Kathleen Kennedy and Frank Marshall,IRVING G. THALBERG MEMORIAL AWARD,TRUE
2019,2010,2019-10-04,2020,92,Pain and Glory,Dolor y gloria,Antonio Banderas,ACTOR IN A LEADING ROLE,FALSE
2019,2010,NA,2020,92,Once upon a Time...in Hollywood,NA,Leonardo DiCaprio,ACTOR IN A LEADING ROLE,FALSE
2019,2010,2019-11-06,2020,92,Marriage Story,Marriage Story,Adam Driver,ACTOR IN A LEADING ROLE,FALSE
2019,2010,2019-10-04,2020,92,Joker,Joker,Joaquin Phoenix,ACTOR IN A LEADING ROLE,TRUE
2019,2010,2019-11-27,2020,92,The Two Popes,The Two Popes,Jonathan Pryce,ACTOR IN A LEADING ROLE,FALSE
2019,2010,2019-11-22,2020,92,A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,Tom Hanks,ACTOR IN A SUPPORTING ROLE,FALSE
2019,2010,2019-11-27,2020,92,The Two Popes,The Two Popes,Anthony Hopkins,ACTOR IN A SUPPORTING ROLE,FALSE
2019,2010,2019-11-01,2020,92,The Irishman,The Irishman,Al Pacino,ACTOR IN A SUPPORTING ROLE,FALSE
2019,2010,2019-11-01,2020,92,The Irishman,The Irishman,Joe Pesci,ACTOR IN A SUPPORTING ROLE,FALSE
2019,2010,NA,2020,92,Once upon a Time...in Hollywood,NA,Brad Pitt,ACTOR IN A SUPPORTING ROLE,TRUE
2019,2010,2019-11-01,2020,92,Harriet,Harriet,Cynthia Erivo,ACTRESS IN A LEADING ROLE,FALSE
2019,2010,2019-11-06,2020,92,Marriage Story,Marriage Story,Scarlett Johansson,ACTRESS IN A LEADING ROLE,FALSE
2019,2010,2019-12-25,2020,92,Little Women,Little Women,Saoirse Ronan,ACTRESS IN A LEADING ROLE,FALSE
2019,2010,2019-12-13,2020,92,Bombshell,Bombshell,Charlize Theron,ACTRESS IN A LEADING ROLE,FALSE
2019,2010,2019-09-27,2020,92,Judy,Judy,Renée Zellweger,ACTRESS IN A LEADING ROLE,TRUE
2019,2010,2019-12-13,2020,92,Richard Jewell,Richard Jewell,Kathy Bates,ACTRESS IN A SUPPORTING ROLE,FALSE
2019,2010,2019-11-06,2020,92,Marriage Story,Marriage Story,Laura Dern,ACTRESS IN A SUPPORTING ROLE,TRUE
2019,2010,2019-10-18,2020,92,Jojo Rabbit,Jojo Rabbit,Scarlett Johansson,ACTRESS IN A SUPPORTING ROLE,FALSE
2019,2010,2019-12-25,2020,92,Little Women,Little Women,Florence Pugh,ACTRESS IN A SUPPORTING ROLE,FALSE
2019,2010,2019-12-13,2020,92,Bombshell,Bombshell,Margot Robbie,ACTRESS IN A SUPPORTING ROLE,FALSE
2019,2010,2019-02-22,2020,92,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,"Dean DeBlois, Bradford Lewis and Bonnie Arnold",ANIMATED FEATURE FILM,FALSE
2019,2010,2019-10-19,2020,92,I Lost My Body,J'ai perdu mon corps,Jérémy Clapin and Marc du Pontavice,ANIMATED FEATURE FILM,FALSE
2019,2010,2019-11-08,2020,92,Klaus,Klaus,"Sergio Pablos, Jinko Gotoh and Marisa Román",ANIMATED FEATURE FILM,FALSE
2019,2010,2019-04-12,2020,92,Missing Link,Missing Link,"Chris Butler, Arianne Sutner and Travis Knight",ANIMATED FEATURE FILM,FALSE
2019,2010,2019-06-21,2020,92,Toy Story 4,Toy Story 4,"Josh Cooley, Mark Nielsen and Jonas Rivera",ANIMATED FEATURE FILM,TRUE
2019,2010,2019-11-01,2020,92,The Irishman,The Irishman,Rodrigo Prieto,CINEMATOGRAPHY,FALSE
2019,2010,2019-10-04,2020,92,Joker,Joker,Lawrence Sher,CINEMATOGRAPHY,FALSE
2019,2010,2019-10-18,2020,92,The Lighthouse,The Lighthouse,Jarin Blaschke,CINEMATOGRAPHY,FALSE
2019,2010,2019-12-25,2020,92,1917,1917,Roger Deakins,CINEMATOGRAPHY,TRUE
2019,2010,NA,2020,92,Once upon a Time...in Hollywood,NA,Robert Richardson,CINEMATOGRAPHY,FALSE
2019,2010,2019-11-01,2020,92,The Irishman,The Irishman,Sandy Powell and Christopher Peterson,COSTUME DESIGN,FALSE
2019,2010,2019-10-18,2020,92,Jojo Rabbit,Jojo Rabbit,Mayes C. Rubeo,COSTUME DESIGN,FALSE
2019,2010,2019-10-04,2020,92,Joker,Joker,Mark Bridges,COSTUME DESIGN,FALSE
2019,2010,2019-12-25,2020,92,Little Women,Little Women,Jacqueline Durran,COSTUME DESIGN,TRUE
2019,2010,NA,2020,92,Once upon a Time...in Hollywood,NA,Arianne Phillips,COSTUME DESIGN,FALSE
2019,2010,2019-11-01,2020,92,The Irishman,The Irishman,Martin Scorsese,DIRECTING,FALSE
2019,2010,2019-10-04,2020,92,Joker,Joker,Todd Phillips,DIRECTING,FALSE
2019,2010,2019-12-25,2020,92,1917,1917,Sam Mendes,DIRECTING,FALSE
2019,2010,NA,2020,92,Once upon a Time...in Hollywood,NA,Quentin Tarantino,DIRECTING,FALSE
2019,2010,2019-10-11,2020,92,Parasite,기생충,Bong Joon Ho,DIRECTING,TRUE
2019,2010,2019-08-21,2020,92,American Factory,American Factory,"Steven Bognar, Julia Reichert and Jeff Reichert",DOCUMENTARY (Feature),TRUE
2019,2010,2019-10-18,2020,92,The Cave,The Cave,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær",DOCUMENTARY (Feature),FALSE
2019,2010,2019-06-19,2020,92,The Edge of Democracy,Democracia em Vertigem,"Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan",DOCUMENTARY (Feature),FALSE
2019,2010,2019-07-26,2020,92,For Sama,For Sama,Waad al-Kateab and Edward Watts,DOCUMENTARY (Feature),FALSE
2019,2010,2019-07-26,2020,92,Honeyland,Медена земја,"Ljubo Stefanov, Tamara Kotevska and Atanas Georgiev",DOCUMENTARY (Feature),FALSE
2018,2010,2018-11-09,2020,92,In the Absence,부재의 기억,Yi Seung-Jun and Gary Byung-Seok Kam,DOCUMENTARY (Short Subject),FALSE
2019,2010,NA,2020,92,Learning to Skateboard in a Warzone (If You're a Girl),NA,Carol Dysinger and Elena Andreicheva,DOCUMENTARY (Short Subject),TRUE
2019,2010,2019-01-26,2020,92,Life Overtakes Me,Life Overtakes Me,John Haptas and Kristine Samuelson,DOCUMENTARY (Short Subject),FALSE
2019,2010,2019-02-20,2020,92,St. Louis Superman,St. Louis Superman,Smriti Mundhra and Sami Khan,DOCUMENTARY (Short Subject),FALSE
2019,2010,2019-04-25,2020,92,Walk Run Cha-Cha,Walk Run Cha-Cha,Laura Nix and Colette Sandstedt,DOCUMENTARY (Short Subject),FALSE
2019,2010,2019-11-15,2020,92,Ford v Ferrari,Ford v Ferrari,Michael McCusker and Andrew Buckland,FILM EDITING,TRUE
2019,2010,2019-11-01,2020,92,The Irishman,The Irishman,Thelma Schoonmaker,FILM EDITING,FALSE
2019,2010,2019-10-18,2020,92,Jojo Rabbit,Jojo Rabbit,Tom Eagles,FILM EDITING,FALSE
2019,2010,2019-10-04,2020,92,Joker,Joker,Jeff Groth,FILM EDITING,FALSE
2019,2010,2019-10-11,2020,92,Parasite,기생충,Yang Jinmo,FILM EDITING,FALSE
2019,2010,2019-09-10,2020,92,Corpus Christi,Boże Ciało,Poland,INTERNATIONAL FEATURE FILM,FALSE
